brand,model,cc,segment,year,speedometer_type,top_speed_kmh,mileage_kmpl,fuel_tank_liters,factory_price_inr,gst_rate_pct,gst_amount_inr,ex_showroom_inr,on_road_price_inr,overall_score,price_increase_scenario_pct,buyer_behaviour,price_sensitivity
TVS,Star City Plus,109,budget,2024,Semi-Digital,92,75.1,8.6,60938,28.0,17062,78000,91197,70,13.2,Will definitely switch,Very High
KTM,Adventure 390,373,premium,2021,Digital,169,19.6,17.1,280153,31.0,86847,367000,414715,74,2.8,Might reconsider,Medium
Bajaj,Pulsar NS200,199,mid,2024,Digital,126,38.6,11.0,112500,28.0,31500,144000,165653,70,6.9,Will likely switch brand,High
TVS,Apache RTR 160 4V,159,mid,2023,Digital,131,37.8,11.8,107031,28.0,29969,137000,161895,72,6.3,Will likely switch brand,High
Yamaha,R3,321,premium,2022,Digital,152,28.3,17.2,357812,28.0,100188,458000,521722,76,13.0,Will definitely switch,Very High
Honda,CB500X,471,premium,2020,Digital,184,21.8,15.3,446565,31.0,138435,585000,661165,84,9.5,Will likely switch brand,High
Yamaha,FZS 25,249,mid,2023,Digital,151,33.8,19.6,122656,28.0,34344,157000,184086,72,6.7,Will likely switch brand,High
Royal Enfield,Guerrilla 450,452,premium,2024,Digital,162,21.5,14.1,217557,31.0,67443,285000,327779,78,6.4,Will likely switch brand,High
KTM,RC 390,373,premium,2025,Digital,191,22.1,13.4,274809,31.0,85191,360000,419545,81,10.6,Will definitely switch,Very High
Royal Enfield,Interceptor 650,648,premium,2020,Analog,183,24.2,17.9,264885,31.0,82115,347000,399204,73,10.9,Will definitely switch,Very High
Honda,CB350RS,348,premium,2020,Digital,158,30.1,13.8,165625,28.0,46375,212000,245111,82,12.8,Will definitely switch,Very High
Honda,Shine,124,budget,2023,Semi-Digital,107,61.3,10.7,71875,28.0,20125,92000,110626,72,13.7,Will definitely switch,Very High
KTM,RC 200,199,mid,2025,Digital,138,45.9,13.5,160938,28.0,45062,206000,239834,78,11.3,Will definitely switch,Very High
Honda,Unicorn,160,mid,2020,Semi-Digital,126,39.7,13.9,92188,28.0,25812,118000,138043,68,10.8,Will definitely switch,Very High
Yamaha,R15 V4,155,mid,2022,Digital,129,41.2,10.7,129688,28.0,36312,166000,191186,73,3.4,Might reconsider,Medium
Honda,CB350 H'ness,348,premium,2025,Digital,146,32.5,14.3,156250,28.0,43750,200000,231095,74,3.8,Might reconsider,Medium
Bajaj,Pulsar 150,149,mid,2022,Semi-Digital,108,60.5,10.3,86719,28.0,24281,111000,132691,77,3.3,Might reconsider,Medium
Honda,CB200X,184,mid,2020,Digital,123,41.9,12.7,113281,28.0,31719,145000,168590,69,1.9,Likely to buy,Low
Hero,Xtreme 125R,125,budget,2022,Digital,113,55.3,12.4,76562,28.0,21438,98000,115311,72,7.6,Will likely switch brand,High
Royal Enfield,Hunter 350,349,premium,2020,Semi-Digital,161,35.4,19.8,126562,28.0,35438,162000,191807,78,6.3,Will likely switch brand,High
Royal Enfield,Bullet 350,346,premium,2024,Analog,144,33.7,15.0,143750,28.0,40250,184000,211111,59,9.4,Will definitely switch,Very High
TVS,Star City Plus,109,budget,2022,Semi-Digital,91,70.3,8.0,62500,28.0,17500,80000,95779,61,14.8,Will definitely switch,Very High
Royal Enfield,Scram 411,411,premium,2024,Semi-Digital,198,21.7,18.6,174046,31.0,53954,228000,270054,77,6.6,Will likely switch brand,High
Royal Enfield,Thunderbird 350X,346,premium,2021,Semi-Digital,143,34.7,18.0,142969,28.0,40031,183000,218051,72,5.1,Will likely switch brand,High
Suzuki,Access 125,124,budget,2024,Semi-Digital,107,50.1,13.9,74219,28.0,20781,95000,111924,59,12.7,Will definitely switch,Very High
Yamaha,FZ-X,149,mid,2025,Digital,112,55.5,12.8,100000,28.0,28000,128000,149375,72,3.4,Might reconsider,Medium
Honda,Unicorn,160,mid,2025,Semi-Digital,128,46.1,11.9,89062,28.0,24938,114000,133506,71,11.1,Will definitely switch,Very High
Honda,CB200X,184,mid,2024,Digital,130,37.9,10.3,120312,28.0,33688,154000,182590,72,14.0,Will definitely switch,Very High
Royal Enfield,Hunter 350,349,premium,2023,Semi-Digital,165,33.2,18.7,126562,28.0,35438,162000,190417,74,14.5,Will definitely switch,Very High
Bajaj,Pulsar RS200,199,mid,2021,Digital,126,44.4,13.4,131250,28.0,36750,168000,192203,68,9.0,Will likely switch brand,High
Royal Enfield,Continental GT 650,648,premium,2022,Analog,184,20.4,18.6,262595,31.0,81405,344000,386482,69,5.5,Will likely switch brand,High
Honda,CB300R,293,premium,2022,Digital,154,28.2,18.9,211719,28.0,59281,271000,312155,77,3.0,Might reconsider,Medium
Yamaha,R15M,155,mid,2024,Digital,121,45.5,14.0,160938,28.0,45062,206000,235767,82,5.5,Will likely switch brand,High
Honda,CB200X,184,mid,2023,Digital,135,45.3,10.2,113281,28.0,31719,145000,172115,79,10.9,Will definitely switch,Very High
Royal Enfield,Bullet 350,346,premium,2025,Analog,141,33.5,15.7,128906,28.0,36094,165000,193600,61,13.0,Will definitely switch,Very High
Bajaj,CT100,102,budget,2024,Analog,96,69.6,9.5,50781,28.0,14219,65000,78789,61,6.5,Will definitely switch,Very High
TVS,Apache RTR 160 4V,159,mid,2020,Digital,130,37.9,13.4,108594,28.0,30406,139000,161367,75,13.1,Will definitely switch,Very High
TVS,Apache RR 310,312,premium,2025,Digital,144,31.9,14.4,217188,28.0,60812,278000,316015,72,4.1,Might reconsider,Medium
Hero,HF Deluxe,97,budget,2020,Analog,98,67.9,8.2,53125,28.0,14875,68000,80551,66,12.8,Will definitely switch,Very High
Yamaha,FZS 25,249,mid,2023,Digital,153,30.8,14.7,122656,28.0,34344,157000,182340,67,9.8,Will likely switch brand,High
Honda,CB200X,184,mid,2023,Digital,132,43.5,13.5,112500,28.0,31500,144000,167342,79,10.2,Will definitely switch,Very High
Royal Enfield,Continental GT 650,648,premium,2024,Analog,167,20.0,14.6,250382,31.0,77618,328000,377551,70,10.0,Will likely switch brand,High
Yamaha,MT-15 V2,155,mid,2021,Digital,140,40.8,10.4,128125,28.0,35875,164000,192276,73,5.2,Will likely switch brand,High
Hero,Xpulse 200 4V,199,mid,2024,Digital,120,45.2,13.1,125000,28.0,35000,160000,188498,80,8.8,Will likely switch brand,High
Suzuki,Gixxer,155,mid,2021,Semi-Digital,140,45.2,13.9,105469,28.0,29531,135000,159154,65,11.5,Will definitely switch,Very High
Honda,CB200X,184,mid,2024,Digital,130,41.5,10.8,110938,28.0,31062,142000,165806,70,1.5,Likely to buy,Low
Bajaj,CT100,102,budget,2021,Analog,94,78.1,8.8,43750,28.0,12250,56000,65925,60,14.5,Will definitely switch,Very High
Hero,Splendor Plus,97,budget,2025,Analog,99,72.7,8.6,55469,28.0,15531,71000,83485,58,9.1,Will definitely switch,Very High
Royal Enfield,Himalayan 450,452,premium,2022,Digital,175,23.7,19.0,221374,31.0,68626,290000,336527,77,3.6,Might reconsider,Medium
Bajaj,Pulsar N250,249,mid,2024,Digital,163,30.3,14.8,138281,28.0,38719,177000,204968,74,6.9,Will likely switch brand,High
Royal Enfield,Continental GT 650,648,premium,2020,Analog,204,22.9,17.4,265649,31.0,82351,348000,394769,65,8.5,Will definitely switch,Very High
TVS,Raider 125,124,budget,2022,Digital,110,55.8,14.0,80469,28.0,22531,103000,121122,69,12.5,Will definitely switch,Very High
KTM,RC 390,373,premium,2020,Digital,167,20.0,15.3,251145,31.0,77855,329000,382611,81,8.7,Will likely switch brand,High
Honda,Shine,124,budget,2021,Semi-Digital,108,52.0,11.5,68750,28.0,19250,88000,102259,65,14.7,Will definitely switch,Very High
Honda,Unicorn,160,mid,2025,Semi-Digital,135,42.9,12.3,93750,28.0,26250,120000,138311,63,8.4,Will definitely switch,Very High
TVS,Apache RTR 160 4V,159,mid,2025,Digital,132,40.2,12.7,106250,28.0,29750,136000,159402,68,5.8,Will likely switch brand,High
Suzuki,Gixxer SF,155,mid,2021,Semi-Digital,120,38.2,12.6,114062,28.0,31938,146000,172813,68,8.2,Will likely switch brand,High
Honda,CB350RS,348,premium,2023,Digital,151,33.1,17.9,168750,28.0,47250,216000,251313,75,10.5,Will definitely switch,Very High
Bajaj,Pulsar 125,124,budget,2021,Semi-Digital,118,52.0,11.2,73438,28.0,20562,94000,109726,65,14.2,Will definitely switch,Very High
Honda,Shine,124,budget,2021,Semi-Digital,107,56.8,12.3,75000,28.0,21000,96000,111090,62,14.2,Will definitely switch,Very High
Honda,CD 110 Dream,109,budget,2025,Analog,98,77.8,8.3,63281,28.0,17719,81000,94547,67,8.1,Will likely switch brand,High
Yamaha,R15M,155,mid,2025,Digital,120,38.2,10.0,156250,28.0,43750,200000,238394,76,3.7,Might reconsider,Medium
KTM,RC 200,199,mid,2024,Digital,136,46.5,11.8,173438,28.0,48562,222000,258869,84,9.5,Will likely switch brand,High
Bajaj,Platina 100,102,budget,2020,Analog,96,64.5,8.8,54688,28.0,15312,70000,83823,57,8.2,Will definitely switch,Very High
Royal Enfield,Continental GT 650,648,premium,2023,Analog,194,20.7,15.1,245802,31.0,76198,322000,376868,64,5.1,Will definitely switch,Very High
Bajaj,Pulsar N250,249,mid,2020,Digital,160,35.3,19.5,118750,28.0,33250,152000,177002,79,12.6,Will definitely switch,Very High
Yamaha,R15 V4,155,mid,2021,Digital,120,40.5,11.6,130469,28.0,36531,167000,190169,72,13.5,Will definitely switch,Very High
Hero,HF Deluxe,97,budget,2020,Analog,98,76.7,8.3,51562,28.0,14438,66000,78777,57,13.8,Will definitely switch,Very High
TVS,Radeon,109,budget,2025,Analog,93,76.6,9.7,58594,28.0,16406,75000,88639,55,14.9,Will definitely switch,Very High
Bajaj,CT100,102,budget,2023,Analog,91,64.9,8.8,44531,28.0,12469,57000,69884,59,1.6,Likely to buy,Low
Royal Enfield,Bullet 350,346,premium,2024,Analog,148,35.5,16.5,145312,28.0,40688,186000,212356,66,6.9,Will definitely switch,Very High
Honda,CB300R,293,premium,2020,Digital,163,33.7,18.5,204688,28.0,57312,262000,307506,78,2.8,Might reconsider,Medium
Honda,CB300R,293,premium,2025,Digital,150,28.6,13.1,199219,28.0,55781,255000,295032,78,14.7,Will definitely switch,Very High
Yamaha,MT-15 V2,155,mid,2020,Digital,136,43.2,13.5,128125,28.0,35875,164000,190737,69,4.5,Might reconsider,Medium
TVS,Star City Plus,109,budget,2024,Semi-Digital,90,73.4,9.3,65625,28.0,18375,84000,97900,64,14.9,Will definitely switch,Very High
Honda,CB500X,471,premium,2020,Digital,187,24.3,19.1,423664,31.0,131336,555000,622200,76,9.6,Will likely switch brand,High
Royal Enfield,Continental GT 650,648,premium,2023,Analog,187,20.5,17.5,255725,31.0,79275,335000,383147,70,1.9,Likely to buy,Low
TVS,Apache RR 310,312,premium,2020,Digital,150,31.4,13.4,205469,28.0,57531,263000,305629,69,3.5,Might reconsider,Medium
Royal Enfield,Classic 350,349,premium,2022,Semi-Digital,148,31.5,13.8,145312,28.0,40688,186000,215764,73,6.1,Will likely switch brand,High
Hero,HF Deluxe,97,budget,2022,Analog,96,74.1,8.5,56250,28.0,15750,72000,85803,65,8.4,Will definitely switch,Very High
TVS,Apache RTR 160,159,mid,2025,Semi-Digital,139,43.3,13.3,89062,28.0,24938,114000,132848,60,1.6,Likely to buy,Low
Bajaj,Pulsar 150,149,mid,2021,Semi-Digital,114,56.6,12.1,92969,28.0,26031,119000,140912,69,14.9,Will definitely switch,Very High
Honda,CB500X,471,premium,2022,Digital,208,24.1,16.1,410687,31.0,127313,538000,610263,84,14.7,Will definitely switch,Very High
Honda,CB200X,184,mid,2021,Digital,125,44.9,11.2,125000,28.0,35000,160000,183437,78,4.8,Might reconsider,Medium
Hero,Xpulse 200,199,mid,2021,Digital,137,41.9,11.8,118750,28.0,33250,152000,178818,76,14.6,Will definitely switch,Very High
Yamaha,MT-03,321,premium,2024,Digital,140,29.7,17.9,352344,28.0,98656,451000,521398,72,9.0,Will likely switch brand,High
Yamaha,MT-03,321,premium,2021,Digital,149,34.7,14.6,357031,28.0,99969,457000,528249,74,8.7,Will likely switch brand,High
Suzuki,Gixxer SF,155,mid,2021,Semi-Digital,128,46.3,14.0,108594,28.0,30406,139000,158056,64,10.0,Will definitely switch,Very High
Bajaj,Pulsar NS200,199,mid,2024,Digital,130,46.8,11.1,117969,28.0,33031,151000,173146,74,14.2,Will definitely switch,Very High
Honda,CB350 H'ness,348,premium,2022,Digital,140,33.0,14.2,161719,28.0,45281,207000,238411,77,4.1,Might reconsider,Medium
Hero,Passion Pro,110,budget,2025,Semi-Digital,97,63.4,9.3,62500,28.0,17500,80000,97566,73,4.6,Might reconsider,Medium
Suzuki,Gixxer SF 250,249,mid,2021,Digital,165,32.6,18.1,145312,28.0,40688,186000,213791,69,3.2,Might reconsider,Medium
KTM,RC 390,373,premium,2025,Digital,171,21.8,14.3,250382,31.0,77618,328000,379274,74,9.0,Will likely switch brand,High
TVS,Apache RTR 160 4V,159,mid,2023,Digital,126,43.9,11.0,97656,28.0,27344,125000,143623,67,3.0,Might reconsider,Medium
KTM,Duke 200,199,mid,2020,Digital,132,43.0,13.1,146094,28.0,40906,187000,216276,74,1.3,Likely to buy,Low
Hero,Xtreme 125R,125,budget,2022,Digital,105,56.3,13.4,77344,28.0,21656,99000,118039,66,8.6,Will definitely switch,Very High
Honda,CD 110 Dream,109,budget,2021,Analog,94,75.3,8.1,57812,28.0,16188,74000,88214,62,7.7,Will definitely switch,Very High
TVS,Raider 125,124,budget,2023,Digital,108,55.6,10.6,75781,28.0,21219,97000,112169,71,13.4,Will definitely switch,Very High
Bajaj,Pulsar RS200,199,mid,2020,Digital,132,39.9,12.0,126562,28.0,35438,162000,187749,77,13.4,Will definitely switch,Very High
Honda,Hornet 2.0,184,mid,2020,Digital,123,43.2,13.6,104688,28.0,29312,134000,156934,74,13.9,Will definitely switch,Very High
Honda,CB500X,471,premium,2022,Digital,202,21.6,15.4,419847,31.0,130153,550000,633548,86,5.2,Will likely switch brand,High
Honda,Unicorn,160,mid,2021,Semi-Digital,122,45.1,13.1,86719,28.0,24281,111000,129333,68,13.1,Will definitely switch,Very High
Honda,CB350RS,348,premium,2025,Digital,143,34.4,14.9,167188,28.0,46812,214000,247930,81,7.0,Will likely switch brand,High
Honda,Shine,124,budget,2023,Semi-Digital,118,52.6,12.4,67969,28.0,19031,87000,101793,66,10.7,Will definitely switch,Very High
Royal Enfield,Bullet 350,346,premium,2024,Analog,155,31.4,16.8,128906,28.0,36094,165000,195991,67,8.5,Will likely switch brand,High
Bajaj,Dominar 400,373,premium,2021,Digital,207,23.5,15.5,180153,31.0,55847,236000,273801,73,10.8,Will definitely switch,Very High
Bajaj,Pulsar NS200,199,mid,2021,Digital,121,46.2,11.2,126562,28.0,35438,162000,184287,78,6.1,Will likely switch brand,High
Honda,CB350RS,348,premium,2020,Digital,147,30.0,19.7,181250,28.0,50750,232000,270683,72,11.5,Will definitely switch,Very High
Honda,CB350RS,348,premium,2023,Digital,143,28.6,18.9,168750,28.0,47250,216000,247678,82,9.1,Will likely switch brand,High
Bajaj,CT100,102,budget,2023,Analog,98,61.8,9.5,42969,28.0,12031,55000,64255,57,11.7,Will definitely switch,Very High
Suzuki,Gixxer,155,mid,2021,Semi-Digital,140,41.4,10.2,108594,28.0,30406,139000,160480,58,5.0,Might reconsider,Medium
Hero,Super Splendor,125,budget,2022,Semi-Digital,119,59.4,13.7,71875,28.0,20125,92000,106677,66,11.0,Will definitely switch,Very High
Yamaha,R3,321,premium,2021,Digital,156,35.6,18.2,340625,28.0,95375,436000,499160,82,14.7,Will definitely switch,Very High
KTM,Duke 200,199,mid,2025,Digital,122,43.1,12.6,159375,28.0,44625,204000,233266,75,7.7,Will likely switch brand,High
Royal Enfield,Continental GT 650,648,premium,2022,Analog,166,20.8,13.2,245802,31.0,76198,322000,374728,64,6.1,Will definitely switch,Very High
TVS,Apache RTR 160 4V,159,mid,2025,Digital,129,44.6,13.7,100000,28.0,28000,128000,145212,69,8.7,Will likely switch brand,High
TVS,Sport,99,budget,2020,Analog,100,78.2,9.9,50781,28.0,14219,65000,79733,54,1.7,Likely to buy,Low
Hero,HF Deluxe,97,budget,2025,Analog,97,64.9,9.3,58594,28.0,16406,75000,90991,61,14.6,Will definitely switch,Very High
Royal Enfield,Bullet 350,346,premium,2020,Analog,165,28.3,15.0,134375,28.0,37625,172000,198984,65,7.7,Will definitely switch,Very High
Honda,CB500X,471,premium,2025,Digital,173,20.6,14.1,455725,31.0,141275,597000,676966,86,10.2,Will definitely switch,Very High
Yamaha,R3,321,premium,2024,Digital,144,31.6,19.0,352344,28.0,98656,451000,523030,75,5.1,Will likely switch brand,High
KTM,RC 390,373,premium,2021,Digital,199,20.5,17.0,236641,31.0,73359,310000,360151,80,2.0,Likely to buy,Low
Yamaha,R15M,155,mid,2022,Digital,122,42.5,10.7,146094,28.0,40906,187000,213815,74,2.3,Might reconsider,Medium
TVS,Apache RTR 200 4V,197,mid,2022,Digital,134,37.7,13.1,110938,28.0,31062,142000,162608,70,14.8,Will definitely switch,Very High
KTM,Adventure 390,373,premium,2024,Digital,183,21.9,19.4,281679,31.0,87321,369000,416907,75,6.6,Will likely switch brand,High
Honda,CB300R,293,premium,2022,Digital,161,31.0,19.1,208594,28.0,58406,267000,308463,78,8.1,Will likely switch brand,High
Hero,Xtreme 125R,125,budget,2022,Digital,105,57.6,11.5,83594,28.0,23406,107000,126114,67,12.9,Will definitely switch,Very High
KTM,Duke 200,199,mid,2023,Digital,134,37.9,10.4,164844,28.0,46156,211000,244522,75,10.0,Will likely switch brand,High
Bajaj,Pulsar 125,124,budget,2024,Semi-Digital,115,51.0,11.9,77344,28.0,21656,99000,119124,58,5.4,Will definitely switch,Very High
Yamaha,FZS 25,249,mid,2024,Digital,146,29.3,18.4,121094,28.0,33906,155000,180482,70,9.0,Will likely switch brand,High
Hero,Xpulse 200,199,mid,2025,Digital,126,39.1,11.7,121094,28.0,33906,155000,179564,68,14.3,Will definitely switch,Very High
TVS,Radeon,109,budget,2025,Analog,99,63.0,9.8,62500,28.0,17500,80000,92837,60,8.3,Will definitely switch,Very High
Bajaj,Pulsar 125,124,budget,2023,Semi-Digital,114,61.1,11.9,78125,28.0,21875,100000,116573,64,3.8,Might reconsider,Medium
Suzuki,Gixxer SF,155,mid,2024,Semi-Digital,138,46.2,13.1,116406,28.0,32594,149000,171876,70,12.5,Will definitely switch,Very High
Bajaj,Pulsar N160,160,mid,2023,Digital,130,43.7,13.7,94531,28.0,26469,121000,142361,67,3.1,Might reconsider,Medium
Yamaha,R15M,155,mid,2021,Digital,120,39.6,12.5,165625,28.0,46375,212000,244060,74,14.2,Will definitely switch,Very High
Honda,SP 125,124,budget,2022,Digital,110,55.6,10.8,71094,28.0,19906,91000,108918,75,6.3,Will likely switch brand,High
Bajaj,Pulsar 150,149,mid,2020,Semi-Digital,114,48.6,12.8,96875,28.0,27125,124000,144027,70,12.5,Will definitely switch,Very High
Yamaha,FZ-S V3,149,mid,2023,Semi-Digital,115,55.3,11.7,100000,28.0,28000,128000,149745,63,14.0,Will definitely switch,Very High
Bajaj,Platina 110 H-Gear,115,budget,2024,Semi-Digital,118,59.6,13.8,63281,28.0,17719,81000,94310,67,5.0,Might reconsider,Medium
Honda,SP 125,124,budget,2024,Digital,118,48.6,13.7,82812,28.0,23188,106000,125957,67,7.9,Will likely switch brand,High
Honda,SP 125,124,budget,2023,Digital,118,52.2,12.2,78125,28.0,21875,100000,119359,69,4.1,Might reconsider,Medium
Honda,Hornet 2.0,184,mid,2022,Digital,140,41.1,13.1,103906,28.0,29094,133000,154359,75,1.1,Likely to buy,Low
Yamaha,R3,321,premium,2020,Digital,140,33.3,14.1,339062,28.0,94938,434000,503004,76,1.5,Likely to buy,Low
Royal Enfield,Guerrilla 450,452,premium,2023,Digital,196,21.1,14.3,233588,31.0,72412,306000,353849,83,4.4,Might reconsider,Medium
KTM,Duke 125,124,mid,2022,Digital,117,60.8,12.1,143750,28.0,40250,184000,214791,77,6.6,Will likely switch brand,High
KTM,RC 390,373,premium,2025,Digital,210,22.7,19.4,245038,31.0,75962,321000,368722,77,12.8,Will definitely switch,Very High
Suzuki,Gixxer SF 250,249,mid,2024,Digital,160,31.5,18.0,143750,28.0,40250,184000,209061,72,3.1,Might reconsider,Medium
Honda,CD 110 Dream,109,budget,2021,Analog,96,72.3,8.6,61719,28.0,17281,79000,92788,59,4.4,Might reconsider,Medium
Suzuki,Gixxer SF,155,mid,2021,Semi-Digital,121,44.7,12.5,119531,28.0,33469,153000,180293,62,2.2,Might reconsider,Medium
Honda,Unicorn,160,mid,2022,Semi-Digital,125,39.8,13.7,84375,28.0,23625,108000,126730,63,2.1,Might reconsider,Medium
Bajaj,Pulsar NS200,199,mid,2023,Digital,140,41.9,11.5,114844,28.0,32156,147000,168423,68,3.9,Might reconsider,Medium
Royal Enfield,Meteor 350,349,premium,2024,Semi-Digital,145,28.2,19.0,167188,28.0,46812,214000,245312,76,8.9,Will likely switch brand,High
Honda,CB200X,184,mid,2022,Digital,120,43.0,13.7,125781,28.0,35219,161000,191182,71,8.3,Will likely switch brand,High
Bajaj,Pulsar 150,149,mid,2020,Semi-Digital,116,51.3,11.3,91406,28.0,25594,117000,136214,63,13.6,Will definitely switch,Very High
Bajaj,Pulsar RS200,199,mid,2025,Digital,122,41.8,11.2,127344,28.0,35656,163000,188972,72,10.9,Will definitely switch,Very High
Yamaha,R15M,155,mid,2024,Digital,128,38.7,11.2,154688,28.0,43312,198000,233952,73,2.4,Might reconsider,Medium
Bajaj,Pulsar NS200,199,mid,2024,Digital,128,43.0,11.5,125781,28.0,35219,161000,188429,72,9.7,Will likely switch brand,High
Bajaj,Pulsar N160,160,mid,2023,Digital,121,41.5,11.2,102344,28.0,28656,131000,151290,75,4.5,Might reconsider,Medium
Suzuki,Gixxer,155,mid,2021,Semi-Digital,125,41.3,12.6,103125,28.0,28875,132000,150474,63,4.4,Might reconsider,Medium
Royal Enfield,Guerrilla 450,452,premium,2022,Digital,181,19.4,19.3,209160,31.0,64840,274000,312458,80,7.5,Will likely switch brand,High
Suzuki,V-Strom SX,249,premium,2025,Digital,148,29.0,13.5,160156,28.0,44844,205000,233636,77,14.2,Will definitely switch,Very High
KTM,Duke 390,373,premium,2022,Digital,191,20.4,15.9,243511,31.0,75489,319000,367644,78,1.7,Likely to buy,Low
Honda,CB200X,184,mid,2024,Digital,129,42.8,14.0,116406,28.0,32594,149000,173704,69,10.0,Will likely switch brand,High
Yamaha,FZ-X,149,mid,2020,Digital,106,60.5,11.9,101562,28.0,28438,130000,153909,79,10.0,Will likely switch brand,High
KTM,Duke 390,373,premium,2020,Digital,209,19.8,15.8,245038,31.0,75962,321000,368315,76,7.9,Will likely switch brand,High
Yamaha,FZ-S V3,149,mid,2020,Semi-Digital,108,60.8,10.6,101562,28.0,28438,130000,153532,67,4.1,Might reconsider,Medium
Royal Enfield,Classic 350,349,premium,2024,Semi-Digital,165,29.6,19.9,160938,28.0,45062,206000,237920,71,12.4,Will definitely switch,Very High
Hero,Xtreme 160R,163,mid,2023,Digital,130,37.7,11.1,101562,28.0,28438,130000,151916,77,12.1,Will definitely switch,Very High
Bajaj,Platina 100,102,budget,2020,Analog,98,76.1,9.0,57031,28.0,15969,73000,86216,65,7.3,Will definitely switch,Very High
TVS,Sport,99,budget,2022,Analog,100,74.6,9.4,53906,28.0,15094,69000,83080,57,2.3,Might reconsider,Medium
Royal Enfield,Himalayan 450,452,premium,2020,Digital,164,23.0,17.7,219847,31.0,68153,288000,336377,84,1.8,Will still buy,Low
Yamaha,FZ-X,149,mid,2025,Digital,115,59.1,10.6,110938,28.0,31062,142000,161838,73,10.9,Will definitely switch,Very High
Yamaha,R3,321,premium,2023,Digital,159,35.6,14.3,329688,28.0,92312,422000,481931,84,3.8,Might reconsider,Medium
TVS,Apache RTR 160,159,mid,2025,Semi-Digital,124,43.5,10.4,92969,28.0,26031,119000,141985,66,13.3,Will definitely switch,Very High
Hero,Passion Pro,110,budget,2024,Semi-Digital,96,70.5,8.2,66406,28.0,18594,85000,99745,67,2.7,Might reconsider,Medium
KTM,RC 390,373,premium,2025,Digital,177,19.6,15.7,244275,31.0,75725,320000,366404,76,2.4,Might reconsider,Medium
KTM,RC 200,199,mid,2025,Digital,135,42.3,10.2,159375,28.0,44625,204000,231837,76,7.1,Will likely switch brand,High
TVS,Star City Plus,109,budget,2022,Semi-Digital,92,71.3,8.5,68750,28.0,19250,88000,100692,62,8.4,Will definitely switch,Very High
KTM,Duke 200,199,mid,2022,Digital,126,39.7,12.5,153906,28.0,43094,197000,227193,70,12.0,Will definitely switch,Very High
TVS,Apache RTR 160 4V,159,mid,2025,Digital,129,43.2,10.3,109375,28.0,30625,140000,162206,69,3.4,Might reconsider,Medium
Bajaj,Pulsar 125,124,budget,2022,Semi-Digital,115,54.7,13.5,71875,28.0,20125,92000,110294,57,3.5,Might reconsider,Medium
Bajaj,Platina 100,102,budget,2020,Analog,100,71.4,9.6,54688,28.0,15312,70000,84860,58,7.6,Will definitely switch,Very High
TVS,Apache RTR 200 4V,197,mid,2022,Digital,123,44.8,11.8,123438,28.0,34562,158000,181828,70,12.3,Will definitely switch,Very High
Royal Enfield,Thunderbird 350X,346,premium,2024,Semi-Digital,151,31.7,18.4,155469,28.0,43531,199000,228367,70,10.9,Will definitely switch,Very High
Yamaha,MT-15 V2,155,mid,2021,Digital,133,38.5,11.4,124219,28.0,34781,159000,185251,70,10.2,Will definitely switch,Very High
Hero,Glamour,125,budget,2023,Semi-Digital,107,51.1,12.6,71094,28.0,19906,91000,108951,61,13.9,Will definitely switch,Very High
TVS,Apache RTR 160,159,mid,2025,Semi-Digital,136,46.9,11.4,99219,28.0,27781,127000,150542,67,4.7,Might reconsider,Medium
Royal Enfield,Bullet 350,346,premium,2024,Analog,158,29.6,13.9,134375,28.0,37625,172000,200476,67,10.8,Will definitely switch,Very High
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,120,61.2,10.6,102344,28.0,28656,131000,152923,77,3.1,Might reconsider,Medium
TVS,Apache RTR 200 4V,197,mid,2021,Digital,129,37.6,11.1,119531,28.0,33469,153000,178005,66,7.4,Will definitely switch,Very High
Honda,CB200X,184,mid,2022,Digital,121,45.4,13.1,108594,28.0,30406,139000,161891,79,2.9,Might reconsider,Medium
Yamaha,R3,321,premium,2020,Digital,144,33.6,15.0,360938,28.0,101062,462000,530814,73,7.0,Will likely switch brand,High
Hero,Super Splendor,125,budget,2022,Semi-Digital,117,53.5,12.4,70312,28.0,19688,90000,107247,59,13.5,Will definitely switch,Very High
Bajaj,Platina 110 H-Gear,115,budget,2024,Semi-Digital,111,50.2,10.8,63281,28.0,17719,81000,97000,61,2.9,Might reconsider,Medium
TVS,Ronin,225,mid,2024,Digital,165,29.6,16.1,120312,28.0,33688,154000,180601,70,2.3,Might reconsider,Medium
Royal Enfield,Meteor 350,349,premium,2024,Semi-Digital,153,31.4,13.2,164062,28.0,45938,210000,243807,72,7.5,Will likely switch brand,High
